header,date,link
МВД согласовало законопроекты о цифровой валюте ,"19.05.2022, 02:58",https://ria.ru/20220519/kriptovalyuta-1789368066.html
NashStore усилил защиту после кибератак ,"18.05.2022, 18:23",https://ria.ru/20220518/kiberataki-1789313681.html
"В Екатеринбурге запустят производство самолетов ""Байкал"" ","18.05.2022, 17:25",https://ria.ru/20220518/proizvodstvo-1789291420.html
РЭЦ: компании России показали разработки на выставке в Узбекистане ,"18.05.2022, 14:47",https://ria.ru/20220518/vystavka-1789240743.html
В ЯНАО хотят ввести налоговые вычеты на внедрение отечественных технологий ,"18.05.2022, 13:29",https://ria.ru/20220518/vychety-1789219218.html
"Шадаев считает, что доля iPhone в России за 2,5 года сократится вдвое ","18.05.2022, 12:33",https://ria.ru/20220518/iphone-1789205359.html
VK запустит бета-версию магазина приложений Rustore 25 мая ,"18.05.2022, 12:20",https://ria.ru/20220518/vk-1789201569.html
VK запустит отдельное приложение для видео ,"18.05.2022, 12:00",https://ria.ru/20220518/vkontakte-1789196147.html
В ВТБ предупредили о росте активности мошенников ,"18.05.2022, 10:15",https://ria.ru/20220518/moshenniki-1789168594.html
"""Яндекс"" планирует продать только ""Дзен"" и ""Новости"" ","17.05.2022, 19:51",https://ria.ru/20220517/yandeks-1789118033.html
РЖД начали совершенствовать механизмы планирования перевозок ,"17.05.2022, 19:12",https://ria.ru/20220517/rzhd-1789110773.html
Эксперты Совбеза изучают альтернативы в нефтетрейдинге для обхода санкций ,"17.05.2022, 17:52",https://ria.ru/20220517/neftetreyding-1789089770.html
Поставки импортозамещенной электронной продукции начнут до конца года ,"17.05.2022, 15:00",https://ria.ru/20220517/importozameschenie-1789041730.html
Минцифры и ЦБ готовят программу по введению цифрового рубля ,"17.05.2022, 14:53",https://ria.ru/20220517/rubl-1789040836.html
Россиян предупредили о схемах мошенничества с сервисами Apple ,"17.05.2022, 13:49",https://ria.ru/20220517/moshennichestvo-1789020296.html
"Россия не останется без интернета, заявил Лавров ","17.05.2022, 12:40",https://ria.ru/20220517/internet-1788996982.html
РКН ограничил доступ к британскому сайту Interactive Brokers ,"17.05.2022, 10:49",https://ria.ru/20220517/roskomnadzor-1788958834.html
Forbes Russia приостанавливает выпуск бумажной версии журнала ,"16.05.2022, 23:56",https://ria.ru/20220516/forbes-1788917153.html
Минпромторг планирует эксперимент по маркировке титановой металлопродукции ,"16.05.2022, 20:25",https://ria.ru/20220516/eksperiment-1788898794.html
"Punkt ""Почты России"" может стать новым конкурентом СДЭКа, считает эксперт ","16.05.2022, 18:58",https://ria.ru/20220516/konkurent-1788883710.html
"Google может заблокировать российский маркетплейс, считает эксперт ","16.05.2022, 17:12",https://ria.ru/20220516/blokirovka-1788853449.html
Made in Russia представит разработки для ТЭК на выставке в Баку ,"16.05.2022, 13:54",https://ria.ru/20220516/razrabotki-1788790359.html
"Правительство упростит ввоз компьютеров, смартфонов и планшетов ","16.05.2022, 12:54",https://ria.ru/20220516/gadzhety-1788778808.html
Российский магазин приложений NashStore стал доступен для скачивания ,"16.05.2022, 12:10",https://ria.ru/20220516/prilozheniya-1788766366.html
ЦБ предложил обязать банки приостанавливать переводы на счета дропперов ,"16.05.2022, 11:51",https://ria.ru/20220516/bank-1788761099.html
